Country,Category,Index,种族表征,性别,年龄,体格,服装,专业道具,等级标识,表情庄重度,姿态开放性,视线方向,面部表情,情绪强度,疲惫感表征,肢体紧张度,手势含义,团队中心性,互动亲密性,场景类型,医疗科技水平,环境秩序与卫生,国家符号,传统符号,现代戏叙事,拍摄视角,用光风格,色彩基调,景别,
Türkiye,Nurse,4,中东人,女,青年,匀称,护士服+红色背心+口罩,听诊器,姓名牌,70,收敛,直视观众,3,"快乐: 0, 悲伤: 10, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生俯视,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,近景,
Türkiye,Team,1,混血,女,中年,匀称,手术服,口罩、帽子、听诊器,姓名牌,70,收敛,望向患者/同事,4,"快乐: 30, 悲伤: 0, 愤怒: 0, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,中性,无,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,中景,
Türkiye,Team,2,混血,混合,中年,匀称,手术服,口罩、帽子,姓名牌,85,开放,直视观众,4,"快乐: 40, 悲伤: 0, 愤怒: 0, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,无,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,近景,
Türkiye,Team,3,混血,混合,中年,匀称,白大褂+手术服,口罩、帽子、听诊器,姓名牌,75,开放,直视观众,4,"快乐: 40, 悲伤: 0, 愤怒: 0, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,无,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,近景,
Türkiye,Team,4,混血,混合,中年,匀称,手术服,口罩、帽子、听诊器,姓名牌,65,收敛,望向患者/同事,4,"快乐: 30, 悲伤: 0, 愤怒: 0, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,中性,医生俯视,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,中景,
Türkiye,Emergance,1,混血,女,中年,匀称,民族传统服饰（头巾+红白长袍）+口罩,听诊器、姓名牌,姓名牌,85,收敛,直视观众,3,"快乐:0, 悲伤:20, 愤怒:0, 恐惧:15, 惊讶:0, 厌恶:0",眼周紧绷,紧张,医生平视,有明确中心人物,近距离无接触,灾难现场,基础医疗设备,杂乱/艰苦,无,宗教符号,传统与现代混合,平视,自然光,冷色调,特写,
Türkiye,Emergance,2,混血,女,老年,清瘦,民族传统服饰（头巾+花色外套）+口罩,听诊器、姓名牌,姓名牌,70,收敛,望向远方/不确定,2,"快乐:0, 悲伤:30, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、黑眼圈,中性,医生位置更低,有明确中心人物,近距离无接触,灾难现场,基础医疗设备,杂乱/艰苦,无,宗教符号,传统与现代混合,平视,昏暗光,灰暗色调,中景,
Türkiye,Emergance,3,混血,男,中年,匀称,民族传统服饰（红色工装）+口罩,听诊器、姓名牌,姓名牌,80,收敛,望向患者/同事,3,"快乐:0, 悲伤:25, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",眼袋、胡须,中性,医生俯视,有明确中心人物,有身体接触,灾难现场,基础医疗设备,杂乱/艰苦,无,宗教符号,传统与现代混合,平视,自然光,灰暗色调,中景,
Türkiye,Emergance,4,混血,男,中年,匀称,标准白大褂+手术帽+口罩,听诊器、病历夹,姓名牌,75,收敛,望向患者/同事,3,"快乐:0, 悲伤:20, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",眼袋、胡须,中性,医生平视,有明确中心人物,近距离无接触,灾难现场,基础医疗设备,杂乱/艰苦,无,宗教符号,传统与现代混合,平视,自然光,冷色调,中景,
USA,Doctor,1,黑人,男,中年,匀称,标准白大褂+领带,听诊器、X光片,姓名牌,80,收敛,望向患者/同事（X光片）,3,"快乐:20, 悲伤:0, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,中性,医生俯视,无中心（集体群像）,远距离,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,近景,
USA,Doctor,2,白人,男,青年/中年,匀称,手术服+口罩+护目镜,手术器械、护目镜,无,90,收敛,望向远方/不确定（聚焦手术）,3,"快乐:10, 悲伤:0, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,紧张,医生位置更低,无中心（集体群像）,远距离,手术室,高科技密集,高度整洁,无,无,纯粹西方现代,仰拍,舞台聚光,冷色调,特写,
USA,Doctor,3,黑人,男,老年,匀称,手术服,听诊器、笔袋,无,50,开放,直视观众,5,"快乐:80, 悲伤:0, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、白发,放松,医生平视,有明确中心人物,近距离无接触,现代化医院,高科技密集,普通整洁,无,无,纯粹西方现代,平视,自然光,暖色调,近景,
USA,Doctor,4,白人,女,中年,匀称,标准白大褂+衬衫,无,无，环境暗示高级职位,30,开放,直视观众,5,"快乐:85, 悲伤:0, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,放松,医生平视,有明确中心人物,近距离无接触,实验室,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,近景,
USA,Nurse,1,白人,女,青年,匀称,白色护士服+红领+护士帽,无,无,70,收敛,直视观众,4,"快乐:60, 悲伤:0, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,放松,无,有明确中心人物,远距离,现代化医院,基础医疗设备,高度整洁,无,无,传统与现代混合,平视,舞台聚光,暖色调,中景,
USA,Nurse,2,白人,女,青年,匀称,红色外套+蓝色内搭,听诊器、ID卡,姓名牌,85,收敛,望向远方/不确定,3,"快乐:30, 悲伤:40, 愤怒:0, 恐惧:10, 惊讶:0, 厌恶:0",黑眼圈,紧张,医生平视,无中心（集体群像）,近距离无接触,现代化医院,高科技密集,普通整洁,无,无,纯粹西方现代,仰拍,昏暗光,冷色调,特写,
USA,Nurse,3,黑人,女,青年,匀称,蓝色手术服+手术帽,手术器械、口罩,无,90,收敛,望向患者/同事,2,"快乐:20, 悲伤:50, 愤怒:0, 恐惧:30, 惊讶:0, 厌恶:0",眼袋,紧张,医生俯视,有明确中心人物,近距离无接触,手术室,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,特写,
USA,Nurse,4,白人,女,青年,匀称,蓝色医护服,听诊器、手机、ID卡,姓名牌、橙色标签,65,中性,望向远方/不确定,4,"快乐:40, 悲伤:10, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,放松,医生位置更低,有明确中心人物,远距离,现代化医院,高科技密集,普通整洁,无,无,纯粹西方现代,平视,自然光,冷色调,中景,
USA,Team,1,白人,混合,青年/中年,匀称,手术服,口罩、帽子,无,70,收敛,直视观众,4,"快乐: 40, 悲伤: 0, 愤怒: 0, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,中性,无,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,中景,
USA,Team,2,白人,女,中年,匀称,手术服,无,无,60,开放,直视观众,5,"快乐: 80, 悲伤: 0, 愤怒: 0, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,无,平等协作,远距离,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,近景,
USA,Team,3,白人,女,青年,匀称,手术服,口罩,姓名牌,65,收敛,望向患者/同事,4,"快乐: 30, 悲伤: 0, 愤怒: 0, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,中性,无,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,中景,
USA,Team,4,混合（白人+黑人）,混合,中年,匀称,白大褂+手术服,听诊器、姓名牌,姓名牌、主任胸牌,60,开放,直视观众,5,"快乐: 70, 悲伤: 0, 愤怒: 0, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生平视,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,暖色调,中景,
USA,Emergance,1,黑人,男,老年,匀称,手术服,听诊器,姓名牌,85,收敛,望向患者/同事,2,"快乐: 0, 悲伤: 40, 愤怒: 0, 恐惧: 20, 惊讶: 0, 厌恶: 0",皱纹,紧张,医生俯视,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,中景,
USA,Emergance,2,亚洲人/混血,女,中年,匀称,白大褂+手术衣,听诊器,姓名牌,70,收敛,直视观众,3,"快乐: 10, 悲伤: 0, 愤怒: 0, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生位置更低,有明确中心人物,远距离,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,近景,
USA,Emergance,3,白人/黑人混合,混合,中年,匀称,手术服,听诊器,无,60,收敛,望向患者/同事,3,"快乐: 10, 悲伤: 20, 愤怒: 0, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生俯视,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,全景,
USA,Emergance,4,黑人,男,老年,匀称,白大褂,听诊器,无,80,收敛,直视观众,4,"快乐: 30, 悲伤: 10, 愤怒: 0, 恐惧: 0, 惊讶: 0, 厌恶: 0",皱纹,放松,医生俯视,有明确中心人物,近距离无接触,现代化医院,高科技密集,高度整洁,无,无,纯粹西方现代,平视,舞台聚光,冷色调,特写,
Vietnam,Doctor,1,亚洲人,男,中年,匀称,标准白大褂,听诊器、笔,无,90,收敛,直视观众,3,"快乐:0, 悲伤:10, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、眼袋,中性,医生平视,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,普通整洁,无,无,传统与现代混合,平视,自然光,灰暗色调,近景,
Vietnam,Doctor,2,亚洲人,女,中年,匀称,手术服+口罩+手术帽,手术器械、口罩,无,85,收敛,直视观众,3,"快乐:5, 悲伤:15, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹,紧张,医生位置更低,有明确中心人物,近距离无接触,手术室,基础医疗设备,普通整洁,无,无,传统与现代混合,平视,自然光,冷色调,特写,
Vietnam,Doctor,3,亚洲人,男,老年,清瘦,便装+白大褂（破损）,无,无,80,收敛,直视观众,3,"快乐:0, 悲伤:20, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",深皱纹、黑眼圈,中性,医生平视,有明确中心人物,远距离,不明确,设备简陋或缺失,杂乱/艰苦,无,无,突出传统方式,平视,昏暗光,灰暗色调,近景,
Vietnam,Doctor,4,亚洲人,男,老年,匀称,手术服+口罩+手术帽,手术器械、眼镜,无，但挂件暗示职位,75,收敛,直视观众,3,"快乐:10, 悲伤:15, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、眼袋,放松,医生平视,有明确中心人物,近距离无接触,手术室,基础医疗设备,普通整洁,无,无,传统与现代混合,平视,自然光,冷色调,近景,
Vietnam,Nurse,1,亚洲人,女,青年,匀称,白色护士服+护士帽,无,无,80,收敛,直视观众,2,"快乐:20, 悲伤:60, 愤怒:0, 恐惧:10, 惊讶:0, 厌恶:0",黑眼圈,紧张,医生平视,有明确中心人物,远距离,现代化医院,基础医疗设备,普通整洁,无,无,传统与现代混合,平视,舞台聚光,灰暗色调,特写,
Vietnam,Nurse,2,亚洲人,女,中年,匀称,深色短袖医护服,听诊器、手表,无,90,收敛,望向远方/不确定,2,"快乐:10, 悲伤:70, 愤怒:0, 恐惧:15, 惊讶:0, 厌恶:0",皱纹、眼袋,紧张,医生位置更低,无中心（集体群像）,近距离无接触,现代化医院,基础医疗设备,杂乱/艰苦,无,无,纯粹西方现代,仰拍,昏暗光,灰暗色调,中景,
Vietnam,Nurse,3,亚洲人,女,青年,匀称,绿色工装式医护服+蓝色头巾,听诊器、ID卡、血压计,ID卡,70,开放,望向患者/同事,3,"快乐:30, 悲伤:40, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,放松,医生俯视,有明确中心人物,近距离无接触,社区诊所,基础医疗设备,普通整洁,无,无,传统与现代混合,平视,自然光,暖色调,近景,
Vietnam,Nurse,4,亚洲人,女,青年,匀称,白色护士服+护士帽+蕾丝边,听诊器、姓名牌、ID卡,姓名牌、红十字标志,60,收敛,直视观众,5,"快乐:80, 悲伤:0, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",无,放松,医生平视,有明确中心人物,远距离,现代化医院,基础医疗设备,普通整洁,无,无,传统与现代混合,平视,舞台聚光,暖色调,中景,
Vietnam,Team,1,亚洲人,混合,中年,匀称,便装+白大褂,无,姓名牌,70,收敛,直视观众,4,"快乐: 40, 悲伤: 0, 愤怒: 0, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,中性,无,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,中景,
Vietnam,Team,2,亚洲人,混合,中年,匀称,手术服,口罩,姓名牌,65,开放,望向患者/同事,4,"快乐: 30, 悲伤: 0, 愤怒: 0, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生俯视,有明确中心人物,近距离无接触,现代化医院,基础医疗设备,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,中景,
Vietnam,Team,3,亚洲人,混合,中年,匀称,白大褂,无,无,80,收敛,望向远方/不确定,3,"快乐: 20, 悲伤: 0, 愤怒: 0, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,中性,无,无中心（集体群像）,远距离,现代化医院,基础医疗设备,高度整洁,无,无,纯粹西方现代,平视,自然光,冷色调,中景,
Vietnam,Team,4,亚洲人,混合,中年,匀称,白大褂+便装,无,姓名牌,60,开放,直视观众,5,"快乐: 70, 悲伤: 0, 愤怒: 0, 恐惧: 0, 惊讶: 0, 厌恶: 0",无,放松,医生平视,有明确中心人物,有身体接触,现代化医院,基础医疗设备,高度整洁,无,无,纯粹西方现代,平视,自然光,暖色调,中景,
Vietnam,Emergance,1,亚洲人,男,中年,匀称,手术服+手术帽+口罩,听诊器、姓名牌,姓名牌,85,收敛,望向患者/同事,3,"快乐:0, 悲伤:20, 愤怒:0, 恐惧:15, 惊讶:0, 厌恶:0",眼周紧绷,紧张,医生俯视,有明确中心人物,有身体接触,社区诊所,基础医疗设备,普通整洁,无,无,传统与现代混合,平视,自然光,冷色调,中景,
Vietnam,Emergance,2,亚洲人,男,中年,匀称,标准白大褂+口罩,听诊器、姓名牌,姓名牌,80,收敛,望向患者/同事,3,"快乐:0, 悲伤:25, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",眼袋、胡须,中性,医生平视,有明确中心人物,有身体接触,社区诊所,基础医疗设备,普通整洁,无,无,传统与现代混合,平视,自然光,冷色调,中景,
Vietnam,Emergance,3,亚洲人,男,中年,匀称,标准白大褂,听诊器、姓名牌,姓名牌,75,收敛,直视观众,3,"快乐:0, 悲伤:25, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",皱纹、眼袋,中性,医生平视,有明确中心人物,远距离,社区诊所,基础医疗设备,普通整洁,无,无,传统与现代混合,平视,自然光,冷色调,全景,
Vietnam,Emergance,4,亚洲人,男,中年,匀称,手术服,听诊器、姓名牌,姓名牌,70,收敛,直视观众,3,"快乐:0, 悲伤:20, 愤怒:0, 恐惧:0, 惊讶:0, 厌恶:0",眼袋、胡须,中性,医生平视,有明确中心人物,近距离无接触,社区诊所,基础医疗设备,杂乱/艰苦,无,无,传统与现代混合,平视,自然光,灰暗色调,近景,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
